employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-072,G005,G005-T05,Full Stack Developer,Engineering,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-16,2026-09-18,False,Policy acknowledgement,Acknowledge company policies is completed.,Policy,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-12T05:21:00,Synthetic onboarding guide,G005,Acknowledge company policies is completed. Review and acknowledge the required employee policies and code of conduct.
EMP-072,G005,G005-T06,Full Stack Developer,Engineering,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Completed,2026-09-16,2026-09-17,False,Email activation confirmation,Employee has completed status for create company email account.,IT Access,0.75,High / Usable,No action required; task is complete.,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-16T00:13:00,Synthetic onboarding guide,G005,Employee has completed status for create company email account. IT creates the employee's corporate email account and confirms activation.
EMP-072,G005,G005-T07,Full Stack Developer,Engineering,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-16,2026-09-18,False,Device assignment confirmation,Employee has completed status for provision laptop/workstation.,IT Equipment,0.86,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-16T03:35:00,Synthetic onboarding guide,G005,Employee has completed status for provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.
EMP-072,G005,G005-T08,Full Stack Developer,Engineering,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Pending,2026-09-16,2026-08-30,True,,Provision standard system access is pending.,Access Management,0.76,High / Usable,IT should provision standard role access,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-09T22:04:00,Synthetic onboarding guide,G005,Provision standard system access is pending. IT provisions the standard applications and access required for the employee's role.
EMP-072,G005,G005-T09,Full Stack Developer,Engineering,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Completed,2026-09-16,2026-09-16,False,Orientation attendance,Attend company orientation is completed.,Orientation,0.88,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-15T03:41:00,Synthetic onboarding guide,G005,"Attend company orientation is completed. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-072,G005,G005-T10,Full Stack Developer,Engineering,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-16,2026-09-17,False,Training completion record,Complete security awareness training is completed.,Security,0.77,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-13T21:40:00,Synthetic onboarding guide,G005,Complete security awareness training is completed. Complete mandatory security and acceptable-use training before full access is granted.
EMP-072,G005,G005-T11,Full Stack Developer,Engineering,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Completed,2026-09-16,2026-09-17,False,Manager meeting confirmation,Meet reporting manager needs attention; current status is completed.,Manager Setup,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-10T12:45:00,Synthetic onboarding guide,G005,Meet reporting manager needs attention; current status is completed. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-072,G005,G005-T12,Full Stack Developer,Engineering,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-16,2026-09-19,False,Team introduction confirmation,Complete team introduction needs attention; current status is completed.,Team Integration,0.78,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-10T08:41:00,Synthetic onboarding guide,G005,Complete team introduction needs attention; current status is completed. Meet key team members and understand team communication and collaboration practices.
EMP-072,G005,G005-T13,Full Stack Developer,Engineering,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-16,2026-09-21,False,Onboarding plan acknowledgement,Review role-specific onboarding plan is completed.,Onboarding Plan,0.82,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-14T01:02:00,Synthetic onboarding guide,G005,"Review role-specific onboarding plan is completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-072,G005,G005-T14,Full Stack Developer,Engineering,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-16,2026-09-21,False,Access confirmation or access issue,Employee has completed status for confirm required access.,Access Management,0.71,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-12T18:46:00,Synthetic onboarding guide,G005,Employee has completed status for confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.
