guide_id,role,department,seniority,job_family,task_id,task_order,phase,category,task_name,task_description,action_required_by,task_owner,due_offset_days,required,expected_evidence,approved_next_step,next_step_owner,reminder_template,escalation_rule,source_type,source_reference,ml_training_text
G021,Product Manager,Product,Manager,Business,G021-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G021,"Product Manager. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G021,Product Manager,Product,Manager,Business,G021-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G021,Product Manager. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G021,Product Manager,Product,Manager,Business,G021-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G021,Product Manager. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G021,Product Manager,Product,Manager,Business,G021-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G021,Product Manager. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G021,Product Manager,Product,Manager,Business,G021-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G021,"Product Manager. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G021,Product Manager,Product,Manager,Business,G021-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G021,Product Manager. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G021,Product Manager,Product,Manager,Business,G021-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G021,"Product Manager. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G021,Product Manager,Product,Manager,Business,G021-T16,16,Role Setup,Product Tools,Get product management tool access,"Receive access to product planning, analytics and collaboration tools.",IT,IT,3,True,Task completion confirmation,Complete or confirm: Get product management tool access,IT,Please complete the required onboarding task: Get product management tool access.,Escalate to the role manager if Get product management tool access is overdue.,Synthetic role-specific guide,G021,"Product Manager. Get product management tool access. Receive access to product planning, analytics and collaboration tools.. Owner: IT."
G021,Product Manager,Product,Manager,Business,G021-T17,17,Role Setup,Product Knowledge,Review product roadmap,"Review current roadmap, priorities and product goals.",Employee,Product Director,5,True,Task completion confirmation,Complete or confirm: Review product roadmap,Employee,Please complete the required onboarding task: Review product roadmap.,Escalate to the role manager if Review product roadmap is overdue.,Synthetic role-specific guide,G021,"Product Manager. Review product roadmap. Review current roadmap, priorities and product goals.. Owner: Product Director."
G021,Product Manager,Product,Manager,Business,G021-T18,18,Role Setup,Stakeholders,Meet key product stakeholders,"Meet key business, design and engineering stakeholders.",Employee,Product Director,5,True,Task completion confirmation,Complete or confirm: Meet key product stakeholders,Employee,Please complete the required onboarding task: Meet key product stakeholders.,Escalate to the role manager if Meet key product stakeholders is overdue.,Synthetic role-specific guide,G021,"Product Manager. Meet key product stakeholders. Meet key business, design and engineering stakeholders.. Owner: Product Director."
G022,Project Manager,Project Management,Manager,Business,G022-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G022,Project Manager. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
